"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 17, 2014","50,511.52","50,437.02","50,675.47","50,354.30","158.54M","-0.17%"
"Nov 14, 2014","50,598.02","50,751.67","50,778.88","50,360.70","204.90M","0.02%"
"Nov 13, 2014","50,588.40","50,617.06","50,748.76","50,423.02","171.66M","0.42%"
"Nov 12, 2014","50,374.85","50,422.31","50,696.49","50,338.59","213.04M","0.04%"
"Nov 11, 2014","50,355.38","50,453.89","50,508.93","50,308.66","192.28M","-0.25%"
"Nov 10, 2014","50,484.09","50,157.84","50,494.88","50,100.16","208.81M","0.81%"
"Nov 07, 2014","50,079.44","49,754.11","50,281.86","49,645.27","209.15M","0.99%"
"Nov 06, 2014","49,587.24","49,685.46","49,685.46","49,409.15","174.32M","-0.26%"
"Nov 05, 2014","49,717.07","49,869.07","49,876.32","49,605.97","180.69M","-0.14%"
"Nov 04, 2014","49,788.32","49,955.85","50,077.44","49,661.38","180.08M","-0.47%"
"Nov 03, 2014","50,022.64","49,682.58","50,050.52","49,588.62","167.51M","0.60%"
"Oct 31, 2014","49,722.88","49,156.65","49,722.88","49,126.57","236.50M","2.18%"
"Oct 30, 2014","48,660.44","48,992.51","49,149.04","48,505.61","206.24M","-0.93%"
"Oct 29, 2014","49,116.76","48,783.66","49,162.10","48,710.22","199.75M","1.35%"
"Oct 28, 2014","48,460.93","48,219.45","48,661.12","48,091.58","178.67M","0.85%"
"Oct 27, 2014","48,051.05","47,914.12","48,408.71","47,674.87","149.62M","0.36%"
"Oct 24, 2014","47,879.45","47,900.21","48,039.52","47,743.05","156.18M","-0.47%"
"Oct 23, 2014","48,104.66","47,891.99","48,104.66","47,443.56","162.63M","-0.20%"
"Oct 22, 2014","48,202.91","48,675.74","48,704.55","48,048.04","178.72M","-0.67%"
"Oct 21, 2014","48,530.47","47,421.05","48,606.70","47,340.74","204.66M","1.96%"
"Oct 20, 2014","47,599.25","48,046.11","48,046.11","47,573.15","163.00M","-0.50%"
"Oct 17, 2014","47,836.69","46,996.24","47,884.49","46,891.44","281.46M","2.04%"
"Oct 16, 2014","46,881.12","46,942.27","47,195.10","46,068.08","252.99M","0.45%"
"Oct 15, 2014","46,673.38","47,761.23","47,761.94","46,358.62","299.53M","-2.13%"
"Oct 14, 2014","47,686.85","47,329.59","47,839.18","47,004.73","183.64M","0.67%"
"Oct 13, 2014","47,368.34","47,115.35","47,650.05","46,811.10","182.55M","0.59%"
"Oct 10, 2014","47,092.24","47,497.34","47,736.15","47,092.24","196.04M","-2.16%"
"Oct 09, 2014","48,133.52","48,668.86","48,869.80","48,095.61","201.91M","0.21%"
"Oct 08, 2014","48,033.62","48,355.84","48,581.29","48,033.62","208.52M","-1.39%"
"Oct 07, 2014","48,712.45","49,310.58","49,310.58","48,712.45","161.15M","-0.92%"
"Oct 06, 2014","49,166.20","48,727.58","49,374.18","48,609.70","164.85M","1.14%"
"Oct 03, 2014","48,613.19","48,562.18","48,754.10","48,407.22","-","0.88%"
"Oct 02, 2014","48,189.06","48,805.74","48,877.80","48,189.06","171.36M","-1.40%"
"Oct 01, 2014","48,875.03","49,258.63","49,543.32","48,859.00","200.70M","-0.93%"
"Sep 30, 2014","49,336.31","49,404.86","49,420.58","49,131.88","216.16M","-0.07%"
"Sep 29, 2014","49,371.12","49,581.84","49,672.68","49,218.39","149.29M","-0.59%"
"Sep 26, 2014","49,663.64","49,390.83","49,692.10","49,198.58","176.74M","0.32%"
"Sep 25, 2014","49,503.55","50,418.23","50,418.23","49,466.96","181.82M","-1.10%"
"Sep 23, 2014","50,053.91","50,627.79","50,627.79","49,809.32","202.41M","-0.85%"
"Sep 22, 2014","50,485.53","51,155.32","51,155.32","50,485.53","176.21M","-1.90%"
"Sep 19, 2014","51,462.42","51,873.90","51,902.92","51,462.42","262.91M","-0.16%"
"Sep 18, 2014","51,547.02","51,241.03","51,578.03","51,136.43","285.72M","0.73%"
"Sep 17, 2014","51,173.03","51,311.41","51,411.25","51,096.01","198.39M","-0.01%"
"Sep 16, 2014","51,178.07","51,215.51","51,231.93","50,918.33","188.62M","-0.39%"
"Sep 15, 2014","51,376.57","51,247.71","51,531.46","51,247.71","196.11M","0.25%"
"Sep 12, 2014","51,247.71","51,503.96","51,521.78","51,128.66","189.08M","0.03%"
"Sep 11, 2014","51,230.89","51,516.31","51,516.31","51,189.23","148.07M","-0.06%"
"Sep 10, 2014","51,263.48","51,605.95","51,628.57","51,230.55","185.94M","-0.86%"
"Sep 09, 2014","51,707.25","51,664.31","51,848.16","51,598.48","146.45M","0.19%"
"Sep 08, 2014","51,610.13","51,590.80","51,866.65","51,574.69","159.23M","-0.35%"
"Sep 05, 2014","51,789.40","52,029.79","52,030.01","51,575.45","144.15M","-0.56%"
"Sep 04, 2014","52,081.22","51,702.62","52,081.22","51,702.62","195.32M","0.56%"
"Sep 03, 2014","51,793.65","51,612.86","51,887.34","51,441.51","188.00M","0.64%"
"Sep 02, 2014","51,462.57","51,141.30","51,534.39","51,141.30","166.54M","0.68%"
"Sep 01, 2014","51,113.87","51,093.22","51,210.01","50,950.45","108.77M","0.30%"
"Aug 29, 2014","50,959.02","51,131.40","51,131.40","50,804.61","200.39M","-0.34%"
