Image,Number,Artist,Title,Streams,Date
2092,12,Meek Mill,Going Bad (feat. Drake),"3,246",2018-12-15
2093,13,DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","3,164",2018-12-15
2094,14,Sheck Wes,Mo Bamba,"3,118",2018-12-15
2095,15,Post Malone,Better Now,"2,971",2018-12-15
2096,16,George Ezra,Shotgun,"2,967",2018-12-15
2097,17,Prince Kaybee,Banomoya,"2,763",2018-12-15
2098,18,Jonas Blue,Rise,"2,659",2018-12-15
2099,19,Maroon 5,Girls Like You (feat. Cardi B),"2,657",2018-12-15
2100,20,Ellie Goulding,Close To Me (with Diplo) (feat. Swae Lee),"2,633",2018-12-15
2101,21,Loud Luxury,Body (feat. Brando),"2,619",2018-12-15
2102,22,Calvin Harris,Promises (with Sam Smith),"2,575",2018-12-15
2103,23,Juice WRLD,Lucid Dreams,"2,544",2018-12-15
2104,24,XXXTENTACION,Arms Around You (feat. Maluma & Swae Lee),"2,511",2018-12-15
2105,25,Ariana Grande,imagine,"2,433",2018-12-15
2106,26,XXXTENTACION,whoa (mind in awe),"2,403",2018-12-15
2107,27,Ava Max,Sweet but Psycho,"2,344",2018-12-15
2108,28,AKA,Fela In Versace,"2,306",2018-12-15
2109,29,Lady Gaga,Shallow,"2,303",2018-12-15
2110,30,Khalid,Saturday Nights,"2,178",2018-12-15
2111,31,Billie Eilish,when the party's over,"2,157",2018-12-15
2112,32,Mariah Carey,All I Want for Christmas Is You,"2,130",2018-12-15
2113,33,Tyga,Taste (feat. Offset),"2,125",2018-12-15
2114,34,Lady Zamar,Collide,"2,066",2018-12-15
2115,35,DJ Sumbody,Monate Mpolaye,"2,065",2018-12-15
2116,36,Bazzi,Beautiful (feat. Camila Cabello),"2,031",2018-12-15
2117,37,XXXTENTACION,SAD!,"1,971",2018-12-15
2118,38,Lauv,I Like Me Better,"1,958",2018-12-15
2119,39,Zedd,The Middle,"1,926",2018-12-15
2120,40,XXXTENTACION,BAD!,"1,924",2018-12-15
2121,41,Drake,Nonstop,"1,922",2018-12-15
2122,42,Anne-Marie,2002,"1,909",2018-12-15
2123,43,The Chainsmokers,This Feeling (feat. Kelsea Ballerini),"1,900",2018-12-15
2124,44,Queen,Bohemian Rhapsody - 2011 Mix,"1,887",2018-12-15
2125,45,Post Malone,rockstar (feat. 21 Savage),"1,878",2018-12-15
2126,46,Panic! At The Disco,High Hopes,"1,873",2018-12-15
2127,47,XXXTENTACION,Moonlight,"1,823",2018-12-15
2128,48,Kygo,Happy Now,"1,777",2018-12-15
2129,49,Martin Garrix,Ocean (feat. Khalid),"1,768",2018-12-15
2130,50,Gucci Mane,Wake Up in the Sky,"1,739",2018-12-15
2131,51,Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),"1,720",2018-12-15
2132,52,Bad Bunny,MIA (feat. Drake),"1,688",2018-12-15
2133,53,Imagine Dragons,Bad Liar,"1,673",2018-12-15
2134,54,Zara Larsson,Ruin My Life,"1,672",2018-12-15
2135,55,Wham!,Last Christmas,"1,670",2018-12-15
2136,56,Clean Bandit,Solo (feat. Demi Lovato),"1,664",2018-12-15
2137,57,Dean Lewis,Be Alright,"1,653",2018-12-15
2138,58,Lil Baby,Drip Too Hard (Lil Baby & Gunna),"1,648",2018-12-15
2139,59,Imagine Dragons,Thunder,"1,630",2018-12-15
2140,60,Drake,In My Feelings,"1,618",2018-12-15
2141,61,Ella Mai,Trip,"1,609",2018-12-15
2142,62,Maroon 5,What Lovers Do,"1,595",2018-12-15
2143,63,Zedd,Happy Now,"1,592",2018-12-15
2144,64,Drake,God's Plan,"1,577",2018-12-15
2145,65,Marshmello,FRIENDS,"1,574",2018-12-15
2146,66,The Chainsmokers,Closer,"1,571",2018-12-15
2147,67,Dua Lipa,IDGAF,"1,570",2018-12-15
2148,68,6ix9ine,FEFE,"1,552",2018-12-15
2149,69,Ariana Grande,no tears left to cry,"1,552",2018-12-15
2150,70,Flipp Dinero,Leave Me Alone,"1,545",2018-12-15
2151,71,Journey,Don't Stop Believin',"1,544",2018-12-15
2152,72,Alesso,REMEDY,"1,540",2018-12-15
2153,73,Camila Cabello,Havana (feat. Young Thug),"1,537",2018-12-15
2154,74,Kanye West,I Love It (& Lil Pump),"1,532",2018-12-15
2155,75,Ariana Grande,Santa Tell Me,"1,524",2018-12-15
2156,76,Sho Madjozi,Huku,"1,524",2018-12-15
2157,77,Cardi B,Money,"1,511",2018-12-15
2158,78,Imagine Dragons,Believer,"1,498",2018-12-15
2159,79,Ed Sheeran,Shape of You,"1,486",2018-12-15
2160,80,Rita Ora,Let You Love Me,"1,468",2018-12-15
2161,81,French Montana,No Stylist,"1,456",2018-12-15
2162,82,Manqonqo,Eyadini,"1,432",2018-12-15
2163,83,James Arthur,Rewrite The Stars (with James Arthur & Anne-Marie),"1,432",2018-12-15
2164,84,Kwesta,Vur Vai,"1,430",2018-12-15
2165,85,King Monada,Malwedhe,"1,428",2018-12-15
2166,86,Tiësto,Jackie Chan,"1,423",2018-12-15
2167,87,Kygo,Born To Be Yours,"1,393",2018-12-15
2168,88,Selena Gomez,Back To You - From 13 Reasons Why – Season 2 Soundtrack,"1,390",2018-12-15
2169,89,Billie Eilish,lovely,"1,390",2018-12-15
2170,90,Ariana Grande,breathin,"1,363",2018-12-15
2171,91,Alan Walker,Darkside,"1,361",2018-12-15
2172,92,Michael Bublé,It's Beginning to Look a Lot like Christmas,"1,348",2018-12-15
2173,93,TOTO,Africa,"1,339",2018-12-15
2174,94,Martin Garrix,High On Life (feat. Bonn),"1,337",2018-12-15
2175,95,Dua Lipa,New Rules,"1,336",2018-12-15
2176,96,Eminem,Lucky You (feat. Joyner Lucas),"1,334",2018-12-15
2177,97,A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),"1,326",2018-12-15
2178,98,Cardi B,I Like It,"1,323",2018-12-15
2179,99,Dua Lipa,Kiss and Make Up,"1,318",2018-12-15
2180,100,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),"1,282",2018-12-15
2181,101,DJ Khaled,No Brainer,"1,267",2018-12-15
2182,102,Sho Madjozi,Wakanda Forever,"1,262",2018-12-15
2183,103,Post Malone,Psycho (feat. Ty Dolla $ign),"1,258",2018-12-15
2184,104,6LACK,Pretty Little Fears (feat. J. Cole),"1,244",2018-12-15
2185,105,6ix9ine,TIC TOC,"1,243",2018-12-15
2186,106,Ricus Nel,Hardekole,"1,238",2018-12-15
2187,107,Silk City,Electricity (with Dua Lipa),"1,230",2018-12-15
2188,108,DJ Maphorisa,iWalk Ye Phara,"1,229",2018-12-15
2189,109,Snotkop,Cool Soos Koos Kombuis,"1,221",2018-12-15
2190,110,6ix9ine,KIKA,"1,218",2018-12-15
2191,111,Lil Peep,Falling Down - Bonus Track,"1,205",2018-12-15
2192,112,NF,Let You Down,"1,186",2018-12-15
2193,113,Khalid,Young Dumb & Broke,"1,186",2018-12-15
2194,114,Marshmello,Silence,"1,185",2018-12-15
2195,115,Calvin Harris,One Kiss (with Dua Lipa),"1,183",2018-12-15
2196,116,Queen,Another One Bites The Dust - Remastered 2011,"1,176",2018-12-15
2197,117,Selena Gomez,Wolves,"1,173",2018-12-15
2198,118,Lukas Graham,Love Someone,"1,173",2018-12-15
2199,119,Imagine Dragons,Natural,"1,160",2018-12-15
2200,120,BobHelms,Jingle Bell Rock,"1,154",2018-12-15
2201,121,Kygo,Remind Me to Forget,"1,143",2018-12-15
2202,122,Rudimental,These Days,"1,142",2018-12-15
2203,123,Hailee Steinfeld,"Let Me Go (with Alesso, Florida Georgia Line & watt)","1,140",2018-12-15
2204,124,Little Mix,Woman Like Me (feat. Nicki Minaj),"1,130",2018-12-15
2205,125,Zara Larsson,Never Forget You,"1,120",2018-12-15
2206,126,Khalid,Love Lies (with Normani),"1,115",2018-12-15
2207,127,Juice WRLD,Armed And Dangerous,"1,112",2018-12-15
2208,128,The Chainsmokers,Beach House,"1,106",2018-12-15
2209,129,Sia,Audio,"1,099",2018-12-15
2210,130,David Guetta,Don't Leave Me Alone (feat. Anne-Marie),"1,089",2018-12-15
2211,131,XXXTENTACION,Jocelyn Flores,"1,070",2018-12-15
2212,132,Dennis Lloyd,Nevermind,"1,057",2018-12-15
2213,133,Post Malone,I Fall Apart,"1,055",2018-12-15
2214,134,Kodak Black,MoshPit,"1,049",2018-12-15
2215,135,The Police,Every Breath You Take - Remastered 2003,"1,041",2018-12-15
2216,136,James Arthur,Say You Won't Let Go,"1,037",2018-12-15
2217,137,Holly Rey,Deeper,"1,032",2018-12-15
2218,138,Nicki Minaj,"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse","1,027",2018-12-15
2219,139,Robbie Wessels,Die Sluise Van Die Hemel,"1,026",2018-12-15
2220,140,Metro Boomin,10 Freaky Girls (with 21 Savage),"1,016",2018-12-15
2221,141,Ed Sheeran,Perfect,"1,015",2018-12-15
2222,142,benny blanco,Roses (with Juice WRLD feat. Brendon Urie),"1,009",2018-12-15
2223,143,Brenda Lee,Rockin' Around The Christmas Tree,"1,009",2018-12-15
2224,144,Oasis,Wonderwall - Remastered,"1,008",2018-12-15
2225,145,Mlindo The Vocalist,"Macala (Radio Version) (feat. Sfeesoh, Kwesta & Thabsie)","1,004",2018-12-15
2226,1,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,"4,778",2018-12-16
2227,2,Ariana Grande,"thank u, next","4,309",2018-12-16
2228,3,Halsey,Without Me,"4,243",2018-12-16
2229,4,Marshmello,Happier,"4,116",2018-12-16
2230,5,benny blanco,Eastside (with Halsey & Khalid),"3,574",2018-12-16
2231,6,Khalid,Better,"3,219",2018-12-16
2232,7,Black Coffee,Drive (feat. Delilah Montagu) - Edit,"3,129",2018-12-16
2233,8,5 Seconds of Summer,Youngblood,"3,126",2018-12-16
2234,9,Kodak Black,ZEZE,"3,087",2018-12-16
2235,10,Dynoro,In My Mind,"3,067",2018-12-16
2236,11,Travis Scott,SICKO MODE,"2,966",2018-12-16
2237,12,DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","2,806",2018-12-16
2238,13,Meek Mill,Going Bad (feat. Drake),"2,717",2018-12-16
2239,14,Post Malone,Better Now,"2,716",2018-12-16
2240,15,Sheck Wes,Mo Bamba,"2,672",2018-12-16
2241,16,Prince Kaybee,Banomoya,"2,524",2018-12-16
2242,17,George Ezra,Shotgun,"2,500",2018-12-16
2243,18,Jonas Blue,Rise,"2,358",2018-12-16
2244,19,Juice WRLD,Lucid Dreams,"2,247",2018-12-16
2245,20,Maroon 5,Girls Like You (feat. Cardi B),"2,221",2018-12-16
2246,21,XXXTENTACION,Arms Around You (feat. Maluma & Swae Lee),"2,215",2018-12-16
2247,22,Ellie Goulding,Close To Me (with Diplo) (feat. Swae Lee),"2,199",2018-12-16
2248,23,Loud Luxury,Body (feat. Brando),"2,172",2018-12-16
2249,24,Mariah Carey,All I Want for Christmas Is You,"2,145",2018-12-16
2250,25,Calvin Harris,Promises (with Sam Smith),"2,118",2018-12-16
2251,26,Ariana Grande,imagine,"2,090",2018-12-16
2252,27,Billie Eilish,when the party's over,"2,051",2018-12-16
2253,28,Ava Max,Sweet but Psycho,"2,032",2018-12-16
2254,29,Lady Gaga,Shallow,"2,013",2018-12-16
2255,30,Khalid,Saturday Nights,"2,005",2018-12-16
2256,31,XXXTENTACION,whoa (mind in awe),"1,944",2018-12-16
2257,32,DJ Sumbody,Monate Mpolaye,"1,939",2018-12-16
2258,33,XXXTENTACION,SAD!,"1,783",2018-12-16
2259,34,AKA,Fela In Versace,"1,776",2018-12-16
2260,35,Tyga,Taste (feat. Offset),"1,765",2018-12-16
2261,36,XXXTENTACION,BAD!,"1,765",2018-12-16
2262,37,Lady Zamar,Collide,"1,747",2018-12-16
2263,38,Wham!,Last Christmas,"1,696",2018-12-16
2264,39,Dean Lewis,Be Alright,"1,681",2018-12-16
2265,40,Queen,Bohemian Rhapsody - 2011 Mix,"1,678",2018-12-16
2266,41,Bazzi,Beautiful (feat. Camila Cabello),"1,668",2018-12-16
2267,42,The Chainsmokers,This Feeling (feat. Kelsea Ballerini),"1,652",2018-12-16
2268,43,XXXTENTACION,Moonlight,"1,617",2018-12-16
2269,44,Kygo,Happy Now,"1,614",2018-12-16
2270,45,Bad Bunny,MIA (feat. Drake),"1,596",2018-12-16
2271,46,Clean Bandit,Solo (feat. Demi Lovato),"1,587",2018-12-16
2272,47,Post Malone,rockstar (feat. 21 Savage),"1,573",2018-12-16
2273,48,Drake,Nonstop,"1,572",2018-12-16
2274,49,Martin Garrix,Ocean (feat. Khalid),"1,571",2018-12-16
2275,50,Zedd,The Middle,"1,563",2018-12-16
2276,51,Anne-Marie,2002,"1,560",2018-12-16
2277,52,Lauv,I Like Me Better,"1,556",2018-12-16
2278,53,Gucci Mane,Wake Up in the Sky,"1,540",2018-12-16
2279,54,Zara Larsson,Ruin My Life,"1,525",2018-12-16
2280,55,Panic! At The Disco,High Hopes,"1,520",2018-12-16
2281,56,Ariana Grande,Santa Tell Me,"1,513",2018-12-16
2282,57,Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),"1,474",2018-12-16
2283,58,Imagine Dragons,Thunder,"1,462",2018-12-16
2284,59,Michael Bublé,It's Beginning to Look a Lot like Christmas,"1,432",2018-12-16
2285,60,Imagine Dragons,Bad Liar,"1,419",2018-12-16
2286,61,Manqonqo,Eyadini,"1,415",2018-12-16
2287,62,King Monada,Malwedhe,"1,411",2018-12-16
2288,63,Drake,In My Feelings,"1,404",2018-12-16
2289,64,Lil Baby,Drip Too Hard (Lil Baby & Gunna),"1,396",2018-12-16
2290,65,Ed Sheeran,Shape of You,"1,392",2018-12-16
2291,66,Zedd,Happy Now,"1,386",2018-12-16
2292,67,Ariana Grande,no tears left to cry,"1,371",2018-12-16
2293,68,Flipp Dinero,Leave Me Alone,"1,358",2018-12-16
2294,69,Journey,Don't Stop Believin',"1,348",2018-12-16
2295,70,6ix9ine,FEFE,"1,342",2018-12-16
2296,71,Alesso,REMEDY,"1,328",2018-12-16
2297,72,Ella Mai,Trip,"1,316",2018-12-16
2298,73,Imagine Dragons,Believer,"1,309",2018-12-16
2299,74,Dua Lipa,IDGAF,"1,308",2018-12-16
2300,75,Rita Ora,Let You Love Me,"1,304",2018-12-16
2301,76,Kanye West,I Love It (& Lil Pump),"1,285",2018-12-16
2302,77,Camila Cabello,Havana (feat. Young Thug),"1,284",2018-12-16
2303,78,Sho Madjozi,Huku,"1,281",2018-12-16
2304,79,Selena Gomez,Back To You - From 13 Reasons Why – Season 2 Soundtrack,"1,279",2018-12-16
2305,80,Maroon 5,What Lovers Do,"1,273",2018-12-16
2306,81,Drake,God's Plan,"1,261",2018-12-16
2307,82,Marshmello,FRIENDS,"1,257",2018-12-16
2308,83,The Chainsmokers,Closer,"1,249",2018-12-16
2309,84,Billie Eilish,lovely,"1,248",2018-12-16
2310,85,TOTO,Africa,"1,229",2018-12-16
2311,86,Alan Walker,Darkside,"1,213",2018-12-16
2312,87,Martin Garrix,High On Life (feat. Bonn),"1,212",2018-12-16
2313,88,BobHelms,Jingle Bell Rock,"1,210",2018-12-16
2314,89,French Montana,No Stylist,"1,173",2018-12-16
2315,90,Ariana Grande,breathin,"1,171",2018-12-16
2316,91,DJ Maphorisa,iWalk Ye Phara,"1,164",2018-12-16
2317,92,Eminem,Lucky You (feat. Joyner Lucas),"1,156",2018-12-16
2318,93,Dua Lipa,Kiss and Make Up,"1,154",2018-12-16
2319,94,Kygo,Born To Be Yours,"1,150",2018-12-16
2320,95,Cardi B,Money,"1,146",2018-12-16
2321,96,James Arthur,Rewrite The Stars (with James Arthur & Anne-Marie),"1,141",2018-12-16
2322,97,6ix9ine,TIC TOC,"1,138",2018-12-16
2323,98,Dua Lipa,New Rules,"1,135",2018-12-16
2324,99,Tiësto,Jackie Chan,"1,133",2018-12-16
2325,100,Kwesta,Vur Vai,"1,130",2018-12-16
2326,101,Imagine Dragons,Natural,"1,124",2018-12-16
2327,102,Brenda Lee,Rockin' Around The Christmas Tree,"1,115",2018-12-16
2328,103,Cardi B,I Like It,"1,112",2018-12-16
2329,104,Marshmello,Silence,"1,097",2018-12-16
2330,105,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),"1,088",2018-12-16
2331,106,DJ Khaled,No Brainer,"1,084",2018-12-16
2332,107,Post Malone,Psycho (feat. Ty Dolla $ign),"1,072",2018-12-16
2333,108,Queen,Another One Bites The Dust - Remastered 2011,"1,070",2018-12-16
2334,109,Lil Peep,Falling Down - Bonus Track,"1,065",2018-12-16
2335,110,Kygo,Remind Me to Forget,"1,052",2018-12-16
2336,111,Lukas Graham,Love Someone,"1,052",2018-12-16
2337,112,NF,Let You Down,"1,043",2018-12-16
2338,113,Sho Madjozi,Wakanda Forever,"1,039",2018-12-16
2339,114,6LACK,Pretty Little Fears (feat. J. Cole),"1,036",2018-12-16
2340,115,Little Mix,Woman Like Me (feat. Nicki Minaj),"1,032",2018-12-16
2341,116,A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),"1,030",2018-12-16
2342,117,Khalid,Young Dumb & Broke,"1,025",2018-12-16
2343,118,Khalid,Love Lies (with Normani),"1,023",2018-12-16
2344,119,XXXTENTACION,Jocelyn Flores,"1,020",2018-12-16
2345,120,Calvin Harris,One Kiss (with Dua Lipa),"1,015",2018-12-16
2346,121,Andy Williams,It's the Most Wonderful Time of the Year,"1,013",2018-12-16
2347,122,6ix9ine,KIKA,"1,007",2018-12-16
2348,123,Selena Gomez,Wolves,"1,003",2018-12-16
2349,1,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,"5,125",2018-12-17
2350,2,Marshmello,Happier,"4,751",2018-12-17
2351,3,Halsey,Without Me,"4,523",2018-12-17
2352,4,Ariana Grande,"thank u, next","4,426",2018-12-17
2353,5,benny blanco,Eastside (with Halsey & Khalid),"3,995",2018-12-17
2354,6,5 Seconds of Summer,Youngblood,"3,607",2018-12-17
2355,7,Khalid,Better,"3,477",2018-12-17
2356,8,Dynoro,In My Mind,"3,339",2018-12-17
2357,9,Black Coffee,Drive (feat. Delilah Montagu) - Edit,"3,337",2018-12-17
2358,10,Travis Scott,SICKO MODE,"3,116",2018-12-17
2359,11,Kodak Black,ZEZE,"3,086",2018-12-17
2360,12,Post Malone,Better Now,"2,841",2018-12-17
2361,13,DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","2,826",2018-12-17
2362,14,Sheck Wes,Mo Bamba,"2,799",2018-12-17
2363,15,Jonas Blue,Rise,"2,649",2018-12-17
2364,16,Meek Mill,Going Bad (feat. Drake),"2,612",2018-12-17
2365,17,George Ezra,Shotgun,"2,583",2018-12-17
2366,18,Ellie Goulding,Close To Me (with Diplo) (feat. Swae Lee),"2,388",2018-12-17
2367,19,Maroon 5,Girls Like You (feat. Cardi B),"2,344",2018-12-17
2368,20,XXXTENTACION,Arms Around You (feat. Maluma & Swae Lee),"2,306",2018-12-17
2369,21,Calvin Harris,Promises (with Sam Smith),"2,276",2018-12-17
2370,22,Juice WRLD,Lucid Dreams,"2,263",2018-12-17
2371,23,Prince Kaybee,Banomoya,"2,241",2018-12-17
2372,24,Loud Luxury,Body (feat. Brando),"2,210",2018-12-17
2373,25,Khalid,Saturday Nights,"2,208",2018-12-17
2374,26,Billie Eilish,when the party's over,"2,146",2018-12-17
2375,27,XXXTENTACION,whoa (mind in awe),"2,136",2018-12-17
2376,28,Lady Gaga,Shallow,"2,131",2018-12-17
2377,29,Bazzi,Beautiful (feat. Camila Cabello),"2,124",2018-12-17
2378,30,Ava Max,Sweet but Psycho,"2,096",2018-12-17
2379,31,Martin Garrix,Ocean (feat. Khalid),"1,995",2018-12-17
2380,32,The Chainsmokers,This Feeling (feat. Kelsea Ballerini),"1,974",2018-12-17
2381,33,Ariana Grande,imagine,"1,967",2018-12-17
2382,34,Mariah Carey,All I Want for Christmas Is You,"1,851",2018-12-17
2383,35,Lauv,I Like Me Better,"1,850",2018-12-17
2384,36,Panic! At The Disco,High Hopes,"1,846",2018-12-17
2385,37,XXXTENTACION,SAD!,"1,844",2018-12-17
2386,38,AKA,Fela In Versace,"1,841",2018-12-17
2387,39,Anne-Marie,2002,"1,792",2018-12-17
2388,40,DJ Sumbody,Monate Mpolaye,"1,766",2018-12-17
2389,41,XXXTENTACION,BAD!,"1,756",2018-12-17
2390,42,Tyga,Taste (feat. Offset),"1,735",2018-12-17
2391,43,Post Malone,rockstar (feat. 21 Savage),"1,727",2018-12-17
2392,44,Dean Lewis,Be Alright,"1,716",2018-12-17
2393,45,XXXTENTACION,Moonlight,"1,690",2018-12-17
2394,46,Zedd,The Middle,"1,653",2018-12-17
2395,47,Bad Bunny,MIA (feat. Drake),"1,631",2018-12-17
2396,48,Lady Zamar,Collide,"1,617",2018-12-17
2397,49,Alesso,REMEDY,"1,616",2018-12-17
2398,50,Queen,Bohemian Rhapsody - 2011 Mix,"1,611",2018-12-17
2399,51,Zedd,Happy Now,"1,602",2018-12-17
2400,52,Zara Larsson,Ruin My Life,"1,594",2018-12-17
2401,53,Drake,Nonstop,"1,590",2018-12-17
2402,54,Kygo,Happy Now,"1,582",2018-12-17
2403,55,Gucci Mane,Wake Up in the Sky,"1,560",2018-12-17
2404,56,Wham!,Last Christmas,"1,547",2018-12-17
2405,57,Clean Bandit,Solo (feat. Demi Lovato),"1,546",2018-12-17
2406,58,Imagine Dragons,Bad Liar,"1,529",2018-12-17
2407,59,Selena Gomez,Back To You - From 13 Reasons Why – Season 2 Soundtrack,"1,525",2018-12-17
2408,60,Imagine Dragons,Thunder,"1,491",2018-12-17
2409,61,Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),"1,487",2018-12-17
2410,62,Lil Baby,Drip Too Hard (Lil Baby & Gunna),"1,465",2018-12-17
2411,63,Drake,In My Feelings,"1,444",2018-12-17
2412,64,Ed Sheeran,Shape of You,"1,426",2018-12-17
2413,65,Martin Garrix,High On Life (feat. Bonn),"1,424",2018-12-17
2414,66,Alan Walker,Darkside,"1,417",2018-12-17
2415,67,Tiësto,Jackie Chan,"1,392",2018-12-17
2416,68,Rita Ora,Let You Love Me,"1,388",2018-12-17
2417,69,Camila Cabello,Havana (feat. Young Thug),"1,386",2018-12-17
2418,70,Ariana Grande,breathin,"1,373",2018-12-17
2419,71,Flipp Dinero,Leave Me Alone,"1,358",2018-12-17
2420,72,Billie Eilish,lovely,"1,348",2018-12-17
2421,73,Ariana Grande,no tears left to cry,"1,344",2018-12-17
2422,74,Ella Mai,Trip,"1,330",2018-12-17
2423,75,Ariana Grande,Santa Tell Me,"1,325",2018-12-17
2424,76,Drake,God's Plan,"1,321",2018-12-17
2425,77,Dua Lipa,IDGAF,"1,318",2018-12-17
2426,78,6ix9ine,FEFE,"1,311",2018-12-17
2427,79,King Monada,Malwedhe,"1,307",2018-12-17
2428,80,Journey,Don't Stop Believin',"1,306",2018-12-17
2429,81,The Chainsmokers,Closer,"1,279",2018-12-17
2430,82,DJ Khaled,No Brainer,"1,277",2018-12-17
2431,83,Michael Bublé,It's Beginning to Look a Lot like Christmas,"1,277",2018-12-17
2432,84,Manqonqo,Eyadini,"1,274",2018-12-17
2433,85,Eminem,Lucky You (feat. Joyner Lucas),"1,273",2018-12-17
2434,86,James Arthur,Rewrite The Stars (with James Arthur & Anne-Marie),"1,259",2018-12-17
2435,87,Marshmello,FRIENDS,"1,249",2018-12-17
2436,88,Kanye West,I Love It (& Lil Pump),"1,243",2018-12-17
2437,89,Silk City,Electricity (with Dua Lipa),"1,237",2018-12-17
2438,90,Imagine Dragons,Believer,"1,236",2018-12-17
2439,91,Dua Lipa,Kiss and Make Up,"1,232",2018-12-17
2440,92,Kygo,Born To Be Yours,"1,232",2018-12-17
2441,93,Cardi B,I Like It,"1,230",2018-12-17
2442,94,Imagine Dragons,Natural,"1,227",2018-12-17
2443,95,Maroon 5,What Lovers Do,"1,217",2018-12-17
2444,96,Cardi B,Money,"1,215",2018-12-17
2445,97,Kwesta,Vur Vai,"1,195",2018-12-17
2446,98,Sho Madjozi,Huku,"1,195",2018-12-17
2447,99,Post Malone,Psycho (feat. Ty Dolla $ign),"1,194",2018-12-17
2448,100,TOTO,Africa,"1,180",2018-12-17
2449,101,Khalid,Love Lies (with Normani),"1,177",2018-12-17
2450,102,Dua Lipa,New Rules,"1,163",2018-12-17
2451,103,French Montana,No Stylist,"1,162",2018-12-17
2452,104,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),"1,160",2018-12-17
2453,105,Selena Gomez,Wolves,"1,158",2018-12-17
2454,106,Marshmello,Silence,"1,148",2018-12-17
2455,107,Hailee Steinfeld,"Let Me Go (with Alesso, Florida Georgia Line & watt)","1,144",2018-12-17
2456,108,Lukas Graham,Love Someone,"1,140",2018-12-17
2457,109,A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),"1,133",2018-12-17
2458,110,Rudimental,These Days,"1,131",2018-12-17
2459,111,6LACK,Pretty Little Fears (feat. J. Cole),"1,128",2018-12-17
2460,112,Post Malone,I Fall Apart,"1,122",2018-12-17
2461,113,NF,Let You Down,"1,111",2018-12-17
2462,114,6ix9ine,TIC TOC,"1,107",2018-12-17
2463,115,XXXTENTACION,Jocelyn Flores,"1,092",2018-12-17
2464,116,Little Mix,Woman Like Me (feat. Nicki Minaj),"1,088",2018-12-17
2465,117,David Guetta,Don't Leave Me Alone (feat. Anne-Marie),"1,075",2018-12-17
2466,118,Kygo,Remind Me to Forget,"1,065",2018-12-17
2467,119,Calvin Harris,One Kiss (with Dua Lipa),"1,048",2018-12-17
2468,120,Khalid,Young Dumb & Broke,"1,048",2018-12-17
2469,121,BobHelms,Jingle Bell Rock,"1,045",2018-12-17
2470,122,Queen,Another One Bites The Dust - Remastered 2011,"1,040",2018-12-17
2471,123,Bebe Rexha,I'm a Mess,"1,038",2018-12-17
2472,124,Shawn Mendes,In My Blood,"1,031",2018-12-17
2473,125,Lil Peep,Falling Down - Bonus Track,"1,028",2018-12-17
2474,126,The Chainsmokers,Beach House,"1,027",2018-12-17
2475,127,Snotkop,Cool Soos Koos Kombuis,"1,022",2018-12-17
